3110,5861,156,3
3111,5861,165,1
3112,5862,80,1
3113,5862,87,5
3114,5862,158,2
3115,5862,174,3
3116,5862,175,4
3117,5863,159,3
3118,5863,177,2
3119,5863,181,1
3120,5864,79,2
3121,5864,83,5
3122,5864,166,3
3123,5864,182,1
3124,5864,185,4
3125,5865,130,2
3126,5865,173,1
3127,5865,179,3
3128,5866,85,5
3129,5866,170,1
3130,5866,178,3
3131,5866,182,2
3132,5866,187,4
